University,Program,Study Level,Country,Official Website
University of Petroleum and Energy Studies (UPES),B.Tech. (Biomedical Engineering),Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
The University of Law ,Online LLB (Hons) Law with International Business (ULaw Hong Kong),Bachelors,Hong Kong SAR,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Monash University,"Bachelor of Arts, Bachelor of Fine Art",Bachelors,Australia,http://www.monash.edu.au
Penn State University: Smeal College of Business,Penn State Smeal Master of Science in Real Estate Analysis & Development,Masters,United States,
University of Petroleum and Energy Studies (UPES),BBA (Analytics and Big Data) - Big Data Analytics and Mining,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Monash University,Master of International Sustainable Tourism Management (1.5 years),Masters,Australia,http://www.monash.edu.au
Aarhus University,Economics and Business Administration - Finance and International Business,Masters,Denmark,http://international.au.dk/
Monash University,Bachelor of Psychology (Honours),Bachelors,Australia,http://www.monash.edu.au
Monash University,Master of Bioethics (1 year),Masters,Australia,http://www.monash.edu.au
Monash University,Bachelor of Pharmacy (Honours),Bachelors,Malaysia,http://www.monash.edu.au
"Monash Business School, Monash University ",Master of Accounting (2 years),Masters,Australia,
ISAM International School of Agri Management,Master Internacional en Gestión de Agronegocios,Masters,Spain,https://isam.education/en/home/
Penn State University: Smeal College of Business,Penn State Smeal Master's in Corporate Finance,Masters,United States,
Monash University,Professional Entry Master of Interpreting and Translation Studies (2 years),Masters,Australia,http://www.monash.edu.au
Monash University,Bachelor of Pharmaceutical Science Advanced (Honours),Bachelors,Australia,http://www.monash.edu.au
Universidad de Palermo (UP),Business and Technology,Bachelors,Argentina,http://www.palermo.edu
Monash University,Professional Entry Master of Teaching,Masters,Australia,http://www.monash.edu.au
University of Petroleum and Energy Studies (UPES),M. Tech (Computer Science and Engineering) - Cyber Security and Forensics,Masters,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Tecnológico de Monterrey,PH. D. in Biomedical Sciences (DBC),PHD,Mexico,https://tec.mx/en
Tecnológico de Monterrey,ARQ Architect,Bachelors,Mexico,https://tec.mx/en
Monash University,Master of Financial Mathematics (1 year),Masters,Australia,http://www.monash.edu.au
"Monash Business School, Monash University ","Bachelor of Commerce, Bachelor of Information Technology",Bachelors,Australia,
Universidad de Lima,Master of Business Law,Masters,Peru,http://www.ulima.edu.pe/en
Monash University,"Bachelor of Information Technology, Bachelor of Science",Bachelors,Australia,http://www.monash.edu.au
GISMA Business School,MSc Cyber Security and Data Governance,Masters,Germany,https://qs.topuniversities.com/gisma?utm_source=topuni&utm_medium=advanced_profile
Monash University,Master of TESOL (1.5 years),Masters,Australia,http://www.monash.edu.au
Monash University,"Doctor of Medicine, Nursing and Health Sciences",PHD,Australia,http://www.monash.edu.au
Chalmers University of Technology,"Software Engineering and Technology, MSc",Masters,Sweden,http://www.chalmers.se/en
The University of Law ,LLM International Human Rights (ULaw Hong Kong),Masters,Hong Kong SAR,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Universidad de Lima,Industrial Engineering,Bachelors,Peru,http://www.ulima.edu.pe/en
University of Petroleum and Energy Studies (UPES),Integrated (B. Sc.) - (M. Sc.) Nutrition and Dietetics - Nutraceutical and Nutritional Policy,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Monash University,Master of Education (2 years),Masters,Australia,http://www.monash.edu.au
Monash University,Master of Biotechnology (2 years),Masters,Australia,http://www.monash.edu.au
Monash University,Bachelor of Engineering (Honours),Bachelors,Malaysia,http://www.monash.edu.au
Monash University,Professional Entry Master of Professional Psychology,Masters,Australia,http://www.monash.edu.au
Monash University,Master of Cybersecurity (2 years),Masters,Australia,http://www.monash.edu.au
Monash University,Research Master of Philosophy (Faculty of Pharmacy and Pharmaceutical Sciences),Masters,Australia,http://www.monash.edu.au
The University of Law ,LLB (Hons) Law with Government and Politics,Bachelors,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
The University of Law ,MSc Legal Technology - Full-time (Online),Masters,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Monash University,Research Master of Arts,Masters,Australia,http://www.monash.edu.au
University of Petroleum and Energy Studies (UPES),Integrated (B.Com (Hons)) - (MBA) - Banking and Insurance,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
IULM University,"Communication, Media and Advertising",Bachelors,Italy,http://www.iulm.com?utm_source=qstopuniversity&utm_medium=profile&utm_campaign=internazionale
ESC Clermont Business School,MSc. in Corporate Finance & Fintech,Masters,France,https://www.esc-clermont.fr/en/
"Monash Business School, Monash University ","Bachelor of Commerce, Bachelor of Music",Bachelors,Australia,
Tecnológico de Monterrey,IQ Chemical Engineer,Bachelors,Mexico,https://tec.mx/en
Monash University,"Bachelor of Engineering (Honours), Bachelor of Computer Science",Bachelors,Australia,http://www.monash.edu.au
Chalmers University of Technology,"Industrial Design Engineering, MSc",Masters,Sweden,http://www.chalmers.se/en
Monash University,Research Master of Philosophy (Faculty of Science),Masters,Australia,http://www.monash.edu.au
University Canada West,Online Master of Business Administration (MBA),Masters,Canada,https://qs.topuniversities.com/university-canada-west?utm_source=topuni&utm_medium=advanced_profile
Monash University,Bachelor of Science Advanced - Global Challenges (Honours),Bachelors,Australia,http://www.monash.edu.au
London School of Business and Finance,Master in Finance and Investments,Masters,,https://qs.topuniversities.com/lsbf-online?utm_source=topuni&utm_medium=advanced_profile
Tecnológico de Monterrey,Residency in General Surgery (REC),Masters,Mexico,https://tec.mx/en
The University of Law ,LLB (Hons) Law with Criminology,Bachelors,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Tecnológico de Monterrey,Master in Energy Management and Renewable Sources (MER-V),Masters,Mexico,https://tec.mx/en
Monash University,Professional Entry Master of Nursing Practice,Masters,Australia,http://www.monash.edu.au
"Monash Business School, Monash University ",Bachelor of Banking and Finance,Bachelors,Australia,
Monash University,Master of Financial Mathematics (1.5 years),Masters,Australia,http://www.monash.edu.au
Monash University,Master of Addictive Behaviours (3 years),Masters,Australia,http://www.monash.edu.au
Monash University,Bachelor of Pharmacy (Honours),Bachelors,Malaysia,http://www.monash.edu.au
The University of Law ,Legal Practice Course (LPC) - accelerated,Masters,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
IULM University,Corporate Communication and Public Relations,Bachelors,Italy,http://www.iulm.com?utm_source=qstopuniversity&utm_medium=profile&utm_campaign=internazionale
Monash University,Master of Legal Studies,Masters,Australia,http://www.monash.edu.au
The University of Law ,BSc (Hons) Professional Policing,Bachelors,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Tecnológico de Monterrey,Master in Public Management (MGP-V),Masters,Mexico,https://tec.mx/en
Tecnológico de Monterrey,IQ Chemical Engineer,Bachelors,Mexico,https://tec.mx/en
Tecnológico de Monterrey,LRI Bachelor of International Relations,Bachelors,Mexico,https://tec.mx/en
Aarhus University,English,Masters,Denmark,http://international.au.dk/
Monash University,Professional Entry Master of Dietetics (1.5 years),Masters,Australia,http://www.monash.edu.au
Monash University,Bachelor of Applied Data Science Advanced (Honours),Bachelors,Australia,http://www.monash.edu.au
Tecnológico de Monterrey,Master in Nanotechnology (MNT),Masters,Mexico,https://tec.mx/en
Tecnológico de Monterrey,LLE Bachelor in Hispanic Literature,Bachelors,Mexico,https://tec.mx/en
University of Petroleum and Energy Studies (UPES),BA (Public Policy & Administration) - Indian Administration,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Monash University,Bachelor of Science Advanced - Research (Honours),Bachelors,Australia,http://www.monash.edu.au
Monash University,Master of Green and Sustainable Technologies (1.5 years),Masters,Australia,http://www.monash.edu.au
Tecnológico de Monterrey,Master in Education Entrepreneurship Online (MTO-V),Masters,Mexico,https://tec.mx/en
Monash University,Master of International Relations (Double Masters with Shanghai Jiao Tong University),Masters,Australia,http://www.monash.edu.au
University of Petroleum and Energy Studies (UPES),B. Tech. (Applied Petroleum Engineering - Gas Stream) - City Gas Distribution,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
University of Petroleum and Energy Studies (UPES),M.Tech (Petroleum Engineering),Masters,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Tecnológico de Monterrey,Master of Science in Manufacturing Systems (MSM),Masters,Mexico,https://tec.mx/en
Tecnológico de Monterrey,ARQ Architecture,Bachelors,Mexico,https://tec.mx/en
London School of Business and Finance,Global MBA,,[],https://qs.topuniversities.com/lsbf-online?utm_source=topuni&utm_medium=advanced_profile
London School of Business and Finance,Postgraduate Diploma in Management,Masters,,https://qs.topuniversities.com/lsbf-online?utm_source=topuni&utm_medium=advanced_profile
Monash University,"Bachelor of Education (Honours), Bachelor of Arts",Bachelors,Australia,http://www.monash.edu.au
GISMA Business School,MSc Digital Marketing,Masters,Germany,https://qs.topuniversities.com/gisma?utm_source=topuni&utm_medium=advanced_profile
The University of Law ,LLM Master of Law (International) - Part-time,Masters,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
The University of Law ,LLM Mediation and Alternative Dispute Resolution (ULaw Hong Kong),Masters,Hong Kong SAR,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
"Monash Business School, Monash University ",Bachelor of Marketing,Bachelors,Australia,
University of Petroleum and Energy Studies (UPES),B.Com (Hons) - E-Commerce,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Monash University,Master of Green and Sustainable Technologies (1.5 years),Masters,Australia,http://www.monash.edu.au
University of Petroleum and Energy Studies (UPES),B.Des. (Animation and VFX),Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Monash University,Master of Communications and Media Studies (1 year),Masters,Australia,http://www.monash.edu.au
Aarhus University,English,Masters,Denmark,http://international.au.dk/
Tecnológico de Monterrey,PH. D. in Computer Sciences,PHD,Mexico,https://tec.mx/en
Tecnológico de Monterrey,Master in Public Administration and Public Policy (MAP),Masters,Mexico,https://tec.mx/en
University of Petroleum and Energy Studies (UPES),B.Des. (Lifestyle & Accessory Design),Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
University of Petroleum and Energy Studies (UPES),M.Tech (Chemical Engineering) - Process Design Engineering,Masters,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
Penn State University: Smeal College of Business,Penn State Smeal Master of Science in Real Estate Analysis & Development,Masters,United States,
Sophia University ,"Department Of Global Studies (Sophia Program for Sustainable Futures – SPSF, taught in English)",Bachelors,Japan,http://www.sophia.ac.jp/
Monash University,Master of Mathematics,Masters,Australia,http://www.monash.edu.au
The University of Law ,LLB (Hons) Law with International Business,Bachelors,United Kingdom,https://qs.topuniversities.com/ulaw?utm_source=topuni&utm_medium=advanced_profile
Sophia University ,"Department Of Education (Sophia Program for Sustainable Futures – SPSF, taught in English)",Bachelors,Japan,http://www.sophia.ac.jp/
University of Petroleum and Energy Studies (UPES),B.Tech. (Electronics and Communication Engineering) - VLSI Design and Embedded Systems,Bachelors,India,https://qs.topuniversities.com/upes?utm_source=topuni&utm_medium=advanced_profile
